term,weight
taran,0.2874561041656003
eilonwy,0.09596888744086655
ellidyr,0.0865071661438797
cauldron,0.06713316539290665
adaon,0.06442981645091041
gwydion,0.06397925829391103
bard,0.057220885938920434
hand,0.05677032778192106
gurgi,0.05496809515392356
dont,0.05136362989792857
head,0.05046251358392983
crochan,0.04911083911293171
dallben,0.04911083911293171
fflewddur,0.048660280955932333
orddu,0.04730860648493422
doli,0.04730860648493422
way,0.04505581569993735
companion,0.044605257542937975
thing,0.040550234129943616
morgant,0.036945768873948626
time,0.0355940944029505
gwystyl,0.034692978088951755
think,0.033341303617953635
warrior,0.033341303617953635
eye,0.031989629146955516
face,0.030637954675957396
huntsman,0.02838516389096053
arawn,0.027934605733961154
caer,0.027934605733961154
im,0.02748404757696178
horse,0.02748404757696178
sword,0.02613237310596366
tell,0.025231256791964914
saw,0.02478069863496554
youre,0.024330140477966167
king,0.022527907849968675
ground,0.02072567522197118
shoulder,0.01937400075097306
orgoch,0.018923442593973685
fear,0.018472884436974313
marsh,0.017571768122975565
dwarf,0.017571768122975565
want,0.017571768122975565
voice,0.017571768122975565
moment,0.017571768122975565
oh,0.017121209965976193
mean,0.017121209965976193
didnt,0.017121209965976193
foot,0.017121209965976193
tree,0.017121209965976193
pigboy,0.016670651808976818
strength,0.01576953549497807
heart,0.015318977337978698
look,0.015318977337978698
annuvin,0.015318977337978698
sure,0.014868419180979326
prince,0.01441786102397995
thought,0.01441786102397995
help,0.01441786102397995
shook,0.013967302866980577
dark,0.013967302866980577
life,0.013516744709981205
enchantress,0.013516744709981205
set,0.013516744709981205
brooch,0.013516744709981205
turn,0.01306618655298183
speak,0.01306618655298183
place,0.01306618655298183
matter,0.01306618655298183
day,0.01306618655298183
orwen,0.012615628395982457
steed,0.012615628395982457
lord,0.012615628395982457
arm,0.012615628395982457
harp,0.012615628395982457
understand,0.012615628395982457
ellidyrs,0.012165070238983083
smoit,0.012165070238983083
morva,0.012165070238983083
rest,0.012165070238983083
dream,0.012165070238983083
honor,0.01171451208198371
care,0.01171451208198371
word,0.01171451208198371
forest,0.01171451208198371
islimach,0.01171451208198371
right,0.01171451208198371
ran,0.011263953924984338
ill,0.011263953924984338
coll,0.011263953924984338
held,0.011263953924984338
water,0.011263953924984338
son,0.011263953924984338
told,0.010813395767984962
cottage,0.010813395767984962
lluagor,0.010813395767984962
theyre,0.010813395767984962
heard,0.010813395767984962
silent,0.010813395767984962
caught,0.010813395767984962
