word,percentage_known,Prevalence
hearten,0.94,1.516
heartening,0.98,2.025
heartfelt,0.99,2.178
hearth,0.98,2.015
hearthrug,0.65,0.37799999999999995
hearthside,0.84,1.0
hearthstone,0.93,1.4240000000000002
heartily,0.98,2.0069999999999997
heartiness,0.96,1.7
hearting,0.6,0.255
heartland,0.98,2.041
heartleaf,0.33,-0.428
heartless,1.0,2.576
heartlessly,0.99,2.14
heartlessness,0.97,1.847
heartrending,0.86,1.078
hearts,1.0,2.576
heartsease,0.25,-0.6559999999999999
heartsick,0.92,1.355
heartsickness,0.86,1.0759999999999998
heartstring,0.96,1.746
heartthrob,0.98,1.935
heartwarming,0.99,2.1719999999999997
heartwood,0.67,0.44
heartworm,0.86,1.07
hearty,1.0,2.332
heat,1.0,2.576
heatedly,0.95,1.591
heater,0.99,2.175
heath,0.94,1.501
heathen,0.98,1.8869999999999998
heathendom,0.56,0.152
heathenish,0.73,0.5920000000000001
heathenishly,0.59,0.23800000000000002
heathenism,0.8,0.8240000000000001
heathenize,0.55,0.127
heathenness,0.63,0.319
heathenry,0.49,-0.016
heather,0.98,1.9240000000000002
heathery,0.65,0.369
heathland,0.53,0.087
heating,1.0,2.576
heatless,0.89,1.195
heatproof,0.94,1.528
heatstroke,0.99,2.312
heatwave,0.99,2.2319999999999998
heave,0.99,2.191
heaven,0.99,2.0869999999999997
heavenliness,0.92,1.364
heavenly,0.99,2.244
heavens,1.0,2.427
heavenward,0.85,1.031
heavenwards,0.8,0.84
heaver,0.75,0.6579999999999999
heavies,0.78,0.758
heavily,1.0,2.43
heaviness,0.99,2.066
heaving,0.99,2.175
heavy,1.0,2.421
heavyhearted,0.96,1.6880000000000002
heavyheartedness,0.83,0.929
heavyset,0.95,1.618
heavyweight,0.99,2.261
hebdomad,0.05,-1.5630000000000002
hebdomadal,0.12,-1.165
hebdomadally,0.07,-1.435
hebephrenic,0.2,-0.847
hebetate,0.09,-1.3430000000000002
hebetation,0.09,-1.2990000000000002
hebetudinous,0.14,-1.081
hecatomb,0.25,-0.6709999999999999
heck,0.98,1.946
heckle,0.98,1.9140000000000001
heckler,0.97,1.851
heckling,0.95,1.6219999999999999
hectare,0.74,0.645
hectic,0.98,2.026
hectically,0.79,0.782
hectogram,0.74,0.647
hectograph,0.65,0.381
hectoliter,0.42,-0.209
hectometer,0.65,0.391
hector,0.84,0.973
heddle,0.16,-0.961
hedge,0.99,2.261
hedgehog,1.0,2.344
hedgehop,0.31,-0.499
hedgehopper,0.6,0.252
hedger,0.82,0.89
hedgerow,0.84,0.982
hedging,0.98,1.8880000000000001
hedgy,0.7,0.505
hedonic,0.75,0.665
hedonically,0.59,0.225
hedonics,0.59,0.228
hedonism,0.91,1.3419999999999999
hedonist,0.92,1.371
hedonistic,0.93,1.4480000000000002
hedonistically,0.87,1.115
heed,0.97,1.83
heeder,0.63,0.319
heedful,0.8,0.8270000000000001
heedfully,0.79,0.802
heedfulness,0.74,0.645
heedless,0.92,1.3619999999999999
heedlessly,0.89,1.21
heedlessness,0.85,1.036
heehaw,0.77,0.7440000000000001
heel,0.99,2.174
heelball,0.27,-0.617
heeled,0.98,1.973
heeler,0.67,0.449
heelless,0.58,0.201
heelpiece,0.52,0.044000000000000004
heeltap,0.63,0.319
heft,0.92,1.402
heftily,0.88,1.138
heftiness,0.97,1.798
hefty,1.0,2.44
hegemon,0.6,0.245
hegemonic,0.56,0.155
hegemony,0.7,0.514
hegira,0.11,-1.192
heifer,0.86,1.071
height,1.0,2.576
heighten,0.99,2.168
heightened,1.0,2.3409999999999997
heightener,0.81,0.852
heinous,0.96,1.672
heinously,0.93,1.421
heinousness,0.88,1.153
heir,0.98,2.0540000000000003
heirdom,0.72,0.569
heiress,0.97,1.804
heirless,0.9,1.249
heirloom,0.98,2.0
heist,0.98,2.041
heldentenor,0.04,-1.7009999999999998
heliacal,0.27,-0.62
heliacally,0.21,-0.78
helianthus,0.34,-0.4
helical,0.58,0.198
helically,0.38,-0.29100000000000004
helices,0.43,-0.17300000000000001
helicobacter,0.25,-0.654
helicoidally,0.21,-0.7929999999999999
helicon,0.59,0.22899999999999998
helicopter,1.0,2.576
heliocentric,0.91,1.33
heliocentrically,0.78,0.754
heliocentricity,0.83,0.9229999999999999
heliodor,0.25,-0.669
heliogram,0.78,0.772
heliograph,0.88,1.158
heliographer,0.77,0.728
heliographic,0.88,1.163
heliography,0.85,1.023
heliolatrous,0.22,-0.775
heliolatry,0.24,-0.696
heliolithic,0.68,0.457
heliostat,0.7,0.508
heliotherapy,0.78,0.7609999999999999
heliotrope,0.84,0.9620000000000001
heliotropically,0.73,0.608
heliotropism,0.75,0.66
heliotype,0.77,0.731
heliozoan,0.25,-0.6559999999999999
helipad,0.95,1.608
heliport,0.93,1.446
helipterum,0.14,-1.044
helium,0.99,2.239
helix,0.96,1.672
hell,1.0,2.576
hellacious,0.77,0.7340000000000001
hellbender,0.77,0.7170000000000001
hellbox,0.38,-0.314
hellcat,0.86,1.053
hellebore,0.34,-0.419
hellfire,0.97,1.865
hellgrammite,0.09,-1.325
hellhole,0.96,1.7480000000000002
hellhound,0.91,1.337
hellion,0.73,0.611
hellish,0.99,2.096
hellishly,0.96,1.6580000000000001
hellishness,0.93,1.4480000000000002
hello,1.0,2.432
helm,0.98,1.943
helmed,0.86,1.047
helmet,1.0,2.576
helmeted,0.91,1.32
helminthes,0.11,-1.183
helminthological,0.17,-0.9309999999999999
helmless,0.77,0.722
helmsman,0.86,1.0759999999999998
helot,0.34,-0.40399999999999997
helotism,0.25,-0.667
helotry,0.19,-0.871
help,1.0,2.576
helpable,0.68,0.473
helpdesk,0.88,1.146
helper,1.0,2.345
helpful,0.99,2.234
helpfully,0.96,1.666
helpfulness,0.98,1.909
helping,1.0,2.4290000000000003
helpingly,0.61,0.273
helpless,0.99,2.307
helplessly,0.99,2.254
helplessness,0.99,2.206
helpline,0.95,1.619
helpmate,0.68,0.449
helpmeet,0.37,-0.337
helter,0.78,0.755
helve,0.22,-0.755
hem,0.96,1.69
hematemesis,0.39,-0.284
hematite,0.71,0.5529999999999999
hematocrit,0.41,-0.23199999999999998
hematologic,0.73,0.595
hematological,0.86,1.078
hematologist,0.93,1.435
hematology,0.93,1.43
hematoma,0.87,1.128
hematopoietic,0.34,-0.406
hematuria,0.3,-0.513
hemelytron,0.1,-1.263
hemianopia,0.21,-0.7829999999999999
hemichordate,0.4,-0.243
hemicycle,0.53,0.076
hemicyclic,0.56,0.145
hemihedrism,0.17,-0.94
hemineglect,0.18,-0.919
hemiparesis,0.48,-0.052000000000000005
hemiplegia,0.43,-0.175
hemiplegic,0.51,0.027999999999999997
hemisphere,0.99,2.241
hemispheric,0.96,1.702
hemispherical,0.95,1.594
hemispheroid,0.68,0.47600000000000003
hemispheroidal,0.73,0.603
hemistich,0.21,-0.794
hemiterpene,0.13,-1.1179999999999999
hemitrope,0.52,0.055
hemitropic,0.63,0.337
hemline,0.92,1.3719999999999999
hemlock,0.94,1.517
hemmer,0.29,-0.54
hemodialysis,0.7,0.508
hemodynamic,0.53,0.068
hemoglobin,0.97,1.796
hemolysis,0.45,-0.113
hemolytic,0.53,0.062
hemophilia,0.96,1.6740000000000002
hemophiliac,0.93,1.439
hemophilic,0.85,1.026
hemorrhage,0.97,1.8019999999999998
hemorrhagic,0.72,0.5760000000000001
hemorrhoid,0.94,1.54
hemostasis,0.84,0.993
hemostat,0.69,0.48700000000000004
hemostatic,0.82,0.889
hemp,0.97,1.835
hempen,0.27,-0.593
hempseed,0.88,1.157
hemstitch,0.7,0.516
hemstitcher,0.58,0.203
hen,0.99,2.063
henbane,0.28,-0.586
henbit,0.16,-0.993
hence,0.99,2.322
henceforth,0.98,1.969
henceforward,0.86,1.075
henchman,0.97,1.811
hencoop,0.58,0.20800000000000002
hendecagon,0.18,-0.914
hendecasyllabic,0.17,-0.938
hendecasyllable,0.15,-1.012
hendiadys,0.04,-1.661
henequen,0.04,-1.681
henhouse,0.96,1.672
henna,0.91,1.344
hennery,0.28,-0.581
henotheism,0.24,-0.7040000000000001
henotheist,0.2,-0.8290000000000001
henotheistic,0.28,-0.563
henpeck,0.77,0.733
hep,0.32,-0.46
heparin,0.48,-0.043
hepatic,0.69,0.48
hepatica,0.38,-0.299
hepatitis,0.99,2.089
hepatocellular,0.39,-0.28300000000000003
hepatocyte,0.46,-0.106
hepialid,0.11,-1.205
heptagon,0.85,1.013
heptagonal,0.77,0.742
heptahedron,0.64,0.345
heptameter,0.6,0.251
heptane,0.55,0.127
heptarch,0.21,-0.784
heptarchic,0.27,-0.611
heptastich,0.11,-1.228
heptathlon,0.7,0.506
heptavalent,0.31,-0.499
her,0.99,2.2430000000000003
herald,0.97,1.883
heraldic,0.8,0.8290000000000001
heraldically,0.57,0.187
heraldry,0.81,0.877
herb,1.0,2.576
herbaceous,0.82,0.9079999999999999
herbage,0.74,0.629
herbal,1.0,2.334
herbalist,0.98,1.953
herbaria,0.3,-0.507
herbarium,0.64,0.36200000000000004
herbicidal,0.9,1.285
herbicide,0.96,1.7409999999999999
herbivore,0.98,1.982
herbivorous,0.95,1.5959999999999999
herbless,0.72,0.573
herblike,0.68,0.45899999999999996
herbs,1.0,2.338
herby,0.55,0.115
herculean,0.89,1.217
herd,0.99,2.1790000000000003
herder,0.92,1.4069999999999998
herding,0.98,1.944
herdsman,0.95,1.577
herdswoman,0.84,0.97
here,0.99,2.248
hereabout,0.89,1.22
hereafter,0.98,2.0540000000000003
hereby,0.98,2.024
hereditability,0.81,0.852
hereditable,0.73,0.613
hereditarianism,0.67,0.435
hereditarily,0.78,0.753
hereditariness,0.57,0.16699999999999998
hereditary,0.98,2.0269999999999997
hereditist,0.57,0.17
heredity,0.95,1.6230000000000002
herein,0.88,1.1320000000000001
hereinabove,0.47,-0.076
hereinafter,0.8,0.8190000000000001
hereinbefore,0.43,-0.18100000000000002
hereinto,0.67,0.426
hereof,0.85,1.01
hereon,0.49,-0.035
heresiarch,0.1,-1.25
heresy,0.91,1.3030000000000002
heretic,0.96,1.6780000000000002
heretical,0.93,1.463
heretically,0.89,1.212
hereto,0.76,0.7120000000000001
heretofore,0.77,0.7240000000000001
hereunder,0.62,0.298
hereunto,0.68,0.45
hereupon,0.87,1.088
herewith,0.82,0.888
heriot,0.28,-0.5670000000000001
heritability,0.75,0.672
heritable,0.77,0.73
heritably,0.56,0.153
heritage,1.0,2.418
heritance,0.77,0.722
heritor,0.22,-0.767
herm,0.22,-0.748
hermaphrodite,0.97,1.831
hermaphroditic,0.88,1.158
hermaphroditical,0.78,0.774
hermaphroditically,0.72,0.575
hermeneutic,0.4,-0.256
hermeneutical,0.43,-0.175
hermeneutically,0.45,-0.132
hermeneutics,0.44,-0.142
hermeneutist,0.3,-0.52
hermetic,0.82,0.907
hermetical,0.71,0.539
hermetically,0.84,0.986
hermit,0.99,2.168
hermitage,0.89,1.217
hermitic,0.7,0.5329999999999999
hermitical,0.6,0.254
hermitically,0.56,0.145
hernia,0.98,1.944
herniate,0.79,0.784
herniated,0.9,1.238
hero,1.0,2.576
heroic,0.99,2.116
heroically,0.98,2.051
heroicness,0.62,0.29
heroics,0.99,2.07
heroin,1.0,2.438
heroine,0.99,2.226
heroism,0.99,2.24
heron,0.92,1.367
heronry,0.24,-0.687
herpes,0.99,2.326
herpetic,0.59,0.233
herpetological,0.6,0.24600000000000002
herpetologist,0.75,0.674
herpetology,0.66,0.415
herring,0.95,1.585
herringbone,0.91,1.3119999999999998
hers,1.0,2.439
herself,1.0,2.345
hertz,0.9,1.248
hesitance,0.95,1.57
hesitancy,0.96,1.662
hesitant,1.0,2.452
hesitantly,0.98,2.004
hesitate,1.0,2.576
hesitating,0.99,2.099
hesitatingly,0.9,1.25
hesitation,1.0,2.434
hesitative,0.75,0.672
hessian,0.68,0.46399999999999997
hessonite,0.22,-0.777
hest,0.38,-0.29
het,0.24,-0.7120000000000001
hetaera,0.14,-1.058
hetaerism,0.14,-1.079
hetero,0.85,1.0090000000000001
heterochromatic,0.76,0.684
heterochromatin,0.49,-0.035
heterochromosome,0.79,0.7959999999999999
heteroclite,0.27,-0.613
heterocyclic,0.62,0.29600000000000004
heterocyst,0.45,-0.135
heterodox,0.46,-0.10099999999999999
heterodoxy,0.58,0.209
heterodyne,0.51,0.015
heteroecism,0.3,-0.521
heterogametic,0.5,0.006
heterogamous,0.56,0.161
heterogamy,0.64,0.36700000000000005
heterogeneity,0.76,0.7
heterogeneous,0.91,1.3330000000000002
heterogeneously,0.87,1.0979999999999999
heterogeneousness,0.87,1.105
heterogenic,0.87,1.114
heterogonous,0.67,0.433
heterograft,0.38,-0.304
heterologous,0.65,0.37
heterolysis,0.44,-0.161
heteromorphy,0.62,0.297
heteronomous,0.62,0.303
heteronomy,0.68,0.461
heteronym,0.57,0.165
heteronymous,0.62,0.301
heterosexism,0.9,1.242
heterosexual,0.99,2.306
heterosexuality,0.99,2.184
heterostyled,0.52,0.039
heterothallic,0.34,-0.397
heterothallism,0.26,-0.635
heterotopic,0.73,0.611
heterotopy,0.47,-0.068
heterotrophic,0.74,0.63
heterotrophy,0.69,0.499
heterotypic,0.67,0.445
heterotypical,0.84,0.9890000000000001
heterozygosis,0.56,0.15
heterozygote,0.76,0.6890000000000001
heterozygous,0.72,0.5720000000000001
hetman,0.06,-1.4969999999999999
heuristic,0.65,0.385
heuristically,0.63,0.33299999999999996
hew,0.81,0.851
hewer,0.39,-0.266
hewn,0.8,0.828
hex,0.97,1.8330000000000002
hexachord,0.54,0.1
hexadecane,0.39,-0.289
hexadecimal,0.82,0.9179999999999999
hexafluoride,0.79,0.795
hexagon,0.99,2.25
hexagonal,0.98,1.903
hexagonally,0.92,1.3769999999999998
hexagram,0.91,1.3259999999999998
hexahedral,0.74,0.626
hexahedron,0.82,0.9179999999999999
hexameter,0.71,0.547
hexamethylenetetramine,0.48,-0.048
hexametric,0.62,0.3
hexametrical,0.63,0.341
hexamitiasis,0.19,-0.851
hexane,0.54,0.094
hexangular,0.65,0.387
hexapod,0.65,0.375
hexapodous,0.27,-0.618
hexapody,0.27,-0.593
hexastich,0.16,-0.968
hexode,0.28,-0.585
hexogen,0.48,-0.039
hexokinase,0.26,-0.643
hexose,0.22,-0.762
hexylresorcinol,0.13,-1.125
hey,0.99,2.327
heyday,0.92,1.359
hi,0.99,2.324
hiatal,0.45,-0.115
hiatus,0.95,1.62
hibachi,0.72,0.573
hibernal,0.62,0.308
hibernate,1.0,2.332
hibernation,0.99,2.094
hibernator,0.93,1.475
hibiscus,0.93,1.439
hic,0.6,0.261
hiccough,0.65,0.371
hiccup,1.0,2.431
hick,0.96,1.712
hickey,0.97,1.755
hickory,0.97,1.869
hidalgo,0.54,0.107
hidden,1.0,2.444
hide,0.99,2.18
hideaway,0.99,2.1790000000000003
hidebound,0.61,0.273
hided,0.44,-0.14800000000000002
hideous,1.0,2.338
hideously,1.0,2.439
hideousness,0.97,1.871
hideout,0.99,2.255
hider,0.77,0.7140000000000001
hie,0.28,-0.5820000000000001
hierarch,0.85,1.04
hierarchal,0.9,1.286
hierarchic,0.89,1.225
hierarchical,0.96,1.673
hierarchically,0.92,1.395
hierarchism,0.87,1.089
hierarchy,0.99,2.122
hieratic,0.62,0.292
hieratical,0.54,0.094
hieratically,0.58,0.19699999999999998
hierocracy,0.63,0.33
hierocratic,0.61,0.272
hierodule,0.09,-1.32
hieroglyph,0.92,1.3619999999999999
hieroglyphic,0.93,1.4580000000000002
hieroglyphically,0.85,1.043
hieroglyphics,0.94,1.551
hieroglyphist,0.74,0.6459999999999999
hierogram,0.46,-0.10400000000000001
hierogrammatist,0.36,-0.361
hierolatry,0.2,-0.831
hierological,0.73,0.596
hierologist,0.57,0.17
hierology,0.57,0.17300000000000001
hierophant,0.4,-0.253
hierophantic,0.4,-0.262
higgle,0.24,-0.6890000000000001
higgledy,0.48,-0.040999999999999995
high,1.0,2.576
highball,0.96,1.681
highbinder,0.43,-0.175
highborn,0.84,0.978
highboy,0.67,0.43
highbred,0.86,1.0859999999999999
highbrow,0.95,1.62
highchair,0.98,1.89
higher,1.0,2.438
highest,1.0,2.576
highfalutin,0.64,0.34700000000000003
highfaluting,0.7,0.519
highflier,0.87,1.09
highflying,0.95,1.5859999999999999
highhanded,0.88,1.151
highhandedly,0.88,1.161
highhandedness,0.88,1.179
highjack,0.94,1.5490000000000002
highland,0.99,2.099
highlander,0.98,1.993
highlife,0.92,1.391
highlight,0.99,2.269
highlighter,1.0,2.441
highly,1.0,2.576
highness,0.98,1.926
highroad,0.9,1.2409999999999999
highschool,0.81,0.871
hightail,0.97,1.757
highway,1.0,2.576
highwayman,0.92,1.349
hijab,0.68,0.449
hijack,1.0,2.333
hijacker,0.99,2.093
hijacking,0.99,2.252
hike,1.0,2.431
hiker,1.0,2.355
hilarious,0.99,2.247
hilariously,1.0,2.332
hilariousness,0.91,1.301
hilarity,0.98,1.9369999999999998
hill,1.0,2.345
hillbilly,0.98,1.969
hillcrest,0.85,1.033
hilliness,0.7,0.532
hillock,0.65,0.375
hillocky,0.35,-0.389
hillside,0.99,2.197
hilltop,0.99,2.101
hilly,0.94,1.536
hilt,0.94,1.494
hilum,0.18,-0.907
him,1.0,2.576
himself,1.0,2.4419999999999997
hind,0.95,1.6369999999999998
hindbrain,0.55,0.121
hinder,0.99,2.167
hinderer,0.91,1.32
hindermost,0.64,0.365
hindmost,0.76,0.695
hindquarter,0.95,1.5730000000000002
hindrance,0.97,1.841
hindsight,0.99,2.077
hindu,0.98,2.043
hinge,0.99,2.227
hinny,0.33,-0.44
hint,0.99,2.244
hinter,0.73,0.616
hinterland,0.66,0.40299999999999997
hip,0.99,2.318
hipbone,0.96,1.693
hipless,0.76,0.691
hipness,0.86,1.0759999999999998
hipped,0.76,0.6890000000000001
hippie,0.99,2.153
hipping,0.49,-0.023
hippo,0.99,2.095
hippocampal,0.62,0.307
hippocampus,0.84,0.981
hippocras,0.3,-0.5329999999999999
hippodrome,0.76,0.696
hippogriff,0.55,0.11900000000000001
hippopotami,0.8,0.833
hippopotamus,0.99,2.162
hippy,0.99,2.114
hipshot,0.82,0.894
hipster,0.99,2.316
hirable,0.75,0.6709999999999999
hiragana,0.14,-1.067
hircine,0.16,-0.985
hire,1.0,2.441
hired,1.0,2.418
hireling,0.56,0.138
hirer,0.79,0.7979999999999999
hirsute,0.56,0.14
hirsuteness,0.52,0.053
his,1.0,2.352
hispid,0.13,-1.128
hiss,0.98,2.031
hisser,0.68,0.46399999999999997
hissing,1.0,2.576
hissy,0.95,1.589
histamine,0.95,1.626
histaminic,0.38,-0.3
histidine,0.28,-0.579
histogram,0.88,1.157
histologic,0.66,0.40299999999999997
histological,0.78,0.762
histologist,0.71,0.5479999999999999
histology,0.75,0.6579999999999999
histolysis,0.48,-0.04
histolytic,0.41,-0.217
histone,0.31,-0.494
histopathology,0.7,0.524
historian,1.0,2.335
historic,0.99,2.229
historical,0.99,2.251
historically,1.0,2.428
historicalness,0.5,-0.005
historicism,0.71,0.544
historicist,0.56,0.159
historicity,0.53,0.08
historicize,0.58,0.204
historiographer,0.74,0.635
historiography,0.68,0.46399999999999997
history,0.99,2.298
histrionic,0.77,0.735
histrionically,0.71,0.56
histrionics,0.79,0.8109999999999999
hit,1.0,2.345
hitch,0.99,2.303
hitcher,0.89,1.206
hitchhike,0.99,2.187
hitchhiker,0.99,2.319
hither,0.96,1.7109999999999999
hithermost,0.75,0.652
hitherto,0.88,1.1740000000000002
hitherward,0.54,0.09300000000000001
hitless,0.75,0.669
hitman,0.97,1.8430000000000002
hittable,0.73,0.599
hitter,0.93,1.444
hive,1.0,2.576
hiver,0.33,-0.44
hives,0.99,2.27
ho,0.82,0.888
hoagie,0.78,0.763
hoar,0.67,0.424
hoard,0.98,2.045
hoarder,0.99,2.322
hoarding,1.0,2.576
hoardings,0.95,1.59
hoarfrost,0.57,0.179
hoariness,0.57,0.16899999999999998
hoarse,0.98,2.019
hoarsely,0.96,1.7369999999999999
hoarsen,0.41,-0.22399999999999998
hoarseness,0.95,1.5930000000000002
hoary,0.68,0.45
hoatzin,0.03,-1.7919999999999998
hoax,0.98,2.056
hoaxer,0.87,1.131
hob,0.81,0.8490000000000001
hobbit,0.99,2.068
hobble,0.98,1.945
hobblebush,0.16,-0.963
hobbledehoy,0.22,-0.765
hobbler,0.84,0.99
hobbling,0.96,1.669
hobblingly,0.51,0.036000000000000004
hobby,1.0,2.427
hobbyhorse,0.86,1.0490000000000002
hobbyist,0.9,1.2830000000000001
hobgoblin,0.92,1.369
hobnail,0.6,0.23800000000000002
hobnailed,0.63,0.33899999999999997
hobnob,0.9,1.27
hobo,0.97,1.8840000000000001
hoboism,0.54,0.106
hock,0.88,1.175
hockey,1.0,2.576
hocus,0.93,1.432
hod,0.37,-0.321
hodgepodge,0.94,1.483
hodograph,0.13,-1.114
hoe,1.0,2.332
hoecake,0.32,-0.457
hoedown,0.93,1.422
hoer,0.26,-0.634
hog,1.0,2.576
hogback,0.58,0.19399999999999998
hogfish,0.52,0.055
hogged,0.96,1.682
hogget,0.17,-0.943
hoggish,0.87,1.093
hoggishly,0.78,0.779
hoggishness,0.74,0.633
hogmanay,0.36,-0.348
hognose,0.52,0.039
hognut,0.18,-0.8859999999999999
hogshead,0.86,1.064
hogtie,0.76,0.6970000000000001
hogwash,0.95,1.565
hogweed,0.69,0.485
hoi,0.27,-0.611
hoist,0.99,2.175
hoister,0.82,0.8959999999999999
hoisting,0.97,1.764
hokey,0.92,1.4069999999999998
hokum,0.56,0.151
hold,1.0,2.576
holdall,0.56,0.154
holdback,0.82,0.919
holder,1.0,2.335
holdfast,0.85,1.016
holding,0.99,2.228
holdout,0.97,1.817
holdover,0.88,1.147
holdup,0.97,1.819
hole,1.0,2.425
holey,0.69,0.498
holiday,0.99,2.324
holidaymaker,0.61,0.278
holidaymaking,0.67,0.42200000000000004
holidays,0.99,2.265
holily,0.31,-0.503
holiness,0.97,1.837
holing,0.5,-0.012
holism,0.55,0.11900000000000001
holistic,0.97,1.756
holistically,0.95,1.5619999999999998
hollandaise,0.93,1.44
holler,0.94,1.4880000000000002
hollow,0.99,2.1630000000000003
hollowly,0.82,0.888
hollowness,0.98,1.889
holly,0.99,2.061
hollyhock,0.73,0.616
holm,0.28,-0.5760000000000001
holmium,0.13,-1.102
holocaust,0.99,2.106
holocaustic,0.67,0.43799999999999994
holocene,0.37,-0.33
hologram,0.99,2.185
holograph,0.95,1.645
holographic,0.99,2.083
holophotal,0.11,-1.198
holophrastic,0.17,-0.9520000000000001
holster,0.99,2.085
holstered,0.96,1.681
holt,0.67,0.441
holy,1.0,2.432
holyday,0.54,0.111
holystone,0.45,-0.124
holytide,0.3,-0.521
homage,0.98,1.929
hombre,0.79,0.797
hombres,0.73,0.616
homburg,0.28,-0.5760000000000001
home,1.0,2.437
homebird,0.59,0.23600000000000002
homebody,0.93,1.42
homebound,0.98,2.0340000000000003
homeboy,0.96,1.671
homebred,0.87,1.128
homebrew,0.95,1.588
homebuilder,0.96,1.683
homebuilding,0.95,1.5959999999999999
homebuyer,0.95,1.5959999999999999
homecare,0.97,1.8119999999999998
homecoming,0.99,2.182
homegrown,0.98,2.009
homeland,0.99,2.244
homeless,1.0,2.576
homelessly,0.68,0.47100000000000003
homelessness,0.98,2.04
homelike,0.86,1.082
homeliness,0.96,1.754
homely,0.99,2.227
homemade,1.0,2.437
homemaker,0.99,2.165
homemaking,0.99,2.0580000000000003
homeomorphism,0.68,0.47600000000000003
homeomorphous,0.72,0.569
homeopath,0.98,1.902
homeopathic,0.97,1.7890000000000001
homeopathically,1.0,2.354
homeopathy,0.97,1.8659999999999999
homeostasis,0.95,1.56
homeostatic,0.89,1.225
homeowner,1.0,2.435
homepage,0.99,2.062
homer,0.84,0.961
homeric,0.64,0.361
homeroom,0.85,1.0170000000000001
homesick,1.0,2.445
homesickness,0.97,1.81
homespun,0.9,1.273
homestead,0.97,1.818
homesteader,0.85,1.02
homestretch,0.93,1.43
hometown,1.0,2.331
homeward,0.99,2.1319999999999997
homework,0.99,2.302
homeworker,0.92,1.3769999999999998
homey,0.88,1.1320000000000001
homicidal,0.99,2.108
homicidally,0.84,0.997
homicide,1.0,2.576
homiletic,0.27,-0.598
homiletically,0.22,-0.778
homiletics,0.21,-0.784
homilist,0.41,-0.228
homily,0.81,0.862
hominess,0.62,0.313
homing,0.95,1.615
hominid,0.75,0.67
hominine,0.38,-0.298
hominoid,0.72,0.583
hominy,0.67,0.444
homo,0.94,1.5230000000000001
homocentric,0.9,1.25
homochromatic,0.73,0.611
homodont,0.1,-1.2790000000000001
homodynamic,0.65,0.37200000000000005
homodyne,0.29,-0.5429999999999999
homoeopath,0.84,0.9790000000000001
homoeopathic,0.89,1.2309999999999999
homoeopathist,0.81,0.88
homoeopathy,0.9,1.2690000000000001
homoerotic,0.92,1.376
homoerotism,0.79,0.7929999999999999
homogametic,0.5,0.003
homogamy,0.54,0.11
homogenate,0.75,0.66
homogeneity,0.84,0.98
homogeneous,0.98,2.0180000000000002
homogeneously,0.97,1.778
homogeneousness,0.85,1.0290000000000001
homogenization,0.94,1.534
homogenize,0.92,1.4
homogenizer,0.87,1.117
homogenous,0.99,2.1590000000000003
homogeny,0.88,1.165
homograft,0.33,-0.444
homograph,0.75,0.654
homographic,0.8,0.831
homolog,0.34,-0.41
homologate,0.3,-0.512
homologation,0.38,-0.294
homological,0.7,0.521
homologically,0.74,0.65
homologize,0.52,0.055
homologous,0.74,0.623
homologue,0.64,0.355
homology,0.72,0.573
homomorphism,0.76,0.687
homomorphous,0.7,0.522
homonym,0.89,1.196
homonymic,0.64,0.361
homonymous,0.64,0.354
homonymy,0.51,0.023
homophobe,0.99,2.24
homophobia,1.0,2.426
homophobic,1.0,2.436
homophone,0.84,0.991
homophonic,0.85,1.016
homophonous,0.76,0.7040000000000001
homophony,0.76,0.695
homoplastic,0.59,0.217
homopterous,0.18,-0.9009999999999999
homorganic,0.37,-0.322
homoscedasticity,0.24,-0.7120000000000001
homosexual,1.0,2.4530000000000003
homosexuality,1.0,2.445
homothallic,0.32,-0.449
homothetic,0.43,-0.171
homozygosis,0.5,-0.006
homozygote,0.75,0.669
homozygous,0.63,0.34
