"word","AoA","Prevalence","concreteness","valence","arousal","dominance"
"lice","6","2.33","4.73","2.24","5.2","2.77"
"license","4","2.58","4","5.91","4.7","6.79"
"lick","2","2.33","4.52","6.38","6.2","5.97"
"lid","4","2.44","4.96","5.14","2.91","6.33"
"lie","4","2.44","3.11","2.39","4.81","4.72"
"lieutenant","6","1.98","4.41","4.91","4.1","5.28"
"life","2","2.44","2.69","6.68","5.59","5.89"
"lifeboat","2","2.3","4.48","5.84","3.96","5.7"
"lifeguard","2","2.33","4.47","6.35","4.64","5.73"
"lifeless","2","2.44","3.03","2.24","3.55","2.81"
"lifelike","6","1.9","2.74","6.16","4.32","5.39"
"lifeline","12","2.25","3.28","5.77","4.46","5.26"
"lifelong","4","1.94","1.92","6.76","4.32","6.74"
"lifer","12","0.96","3.28","3.74","4.55","4.32"
"lifetime","4","2.25","2.15","7.3","4.52","5.09"
"lift","2","2.26","3.89","5.32","4.9","6.84"
"ligament","10","2.24","4.33","4.19","3.16","4.89"
"ligature","12","0.77","3.81","4.05","4.12","4.42"
"light","2","2.25","4.21","6.55","3.52","5.89"
"lighten","4","2.32","2.93","6.21","3.14","5.45"
"lighthouse","2","2.44","4.96","6.24","3.67","6.24"
"lighting","4","2.44","4.38","6.52","4.92","6.18"
"lightness","6","2.1","2.6","6.37","4.5","5.88"
"lightning","4","2.05","4.59","5.34","6.75","4"
"lightweight","4","2.32","2.93","5.9","3.05","5.36"
"likable","8","1.61","1.93","6.83","4.23","7.35"
"like","2","2.58","1.89","7.44","4.4","6.28"
"likelihood","10","2.58","1.73","5.74","2.9","5.59"
"likely","6","2.17","1.76","6.9","4.42","6.14"
"likeness","6","2.43","2.22","6.6","4.27","6.43"
"lilac","6","2.18","4.69","6.95","3.64","6.24"
"lily","2","1.94","4.69","7.05","2.64","5.39"
"limb","4","2.26","4.64","4.42","2.7","6.37"
"limber","6","2.04","3.21","6.45","3.41","6.07"
"limbo","13","2.43","2.65","4.53","4.1","4.05"
"lime","4","2.23","4.96","6.1","3.83","6.23"
"limelight","10","1.95","2.54","6.05","5.47","5.86"
"limestone","12","2.25","4.59","5.05","2.83","5.61"
"limit","4","2.58","2.28","4.53","4.29","4.37"
"limitless","6","2.44","1.71","7.11","5.83","6.05"
"limp","4","2.11","4.15","2.81","3","4.45"
"line","2","2.32","4.5","4.82","3.24","4.89"
"lineage","12","2.23","3.15","5.32","3.37","5.45"
"linear","12","2.07","3.45","5.05","3.2","6"
"linebacker","6","1.61","4.69","5.42","4.41","4.5"
"linen","2","2.18","4.8","6","2.95","5.73"
"liner","4","1.97","4.2","4.79","3.71","5.57"
"linger","6","2.3","2.41","4.42","4.05","5.39"
"lingerie","8","1.9","4.87","6.89","5.18","5.87"
"lingo","8","1.88","2.27","5.33","3.3","5.28"
"linguist","10","2.13","3.72","5","3.71","5.59"
"linguistics","12","2.23","2.63","6.37","2.76","5.87"
"link","6","2.58","3.43","5.9","3.15","5.91"
"linoleum","6","1.58","4.85","4.47","2.77","5.54"
"lint","4","2.01","4.96","4.3","2.44","4.75"
"lion","2","2.44","4.96","5.84","5.29","4.86"
"lip","2","2.26","4.96","6.38","4.6","5.95"
"lipstick","2","2.34","4.9","6.35","4","5.58"
"liqueur","13","1.63","4.64","4.74","5.05","5.73"
"liquid","4","2.44","4.72","5.35","3.67","6.16"
"liquidate","12","2.05","2.79","3.95","4.36","4.36"
"liquor","2","2.24","4.73","4.85","5.85","4.5"
"lisp","8","1.95","3.86","3.9","3.78","3.5"
"list","2","2.58","4.43","5.89","2.55","5.61"
"listen","2","2.43","3.47","6.91","3.76","5.56"
"listener","6","2.32","3.46","6.1","3.83","5.67"
"listless","8","1.79","2.07","3.84","3.33","4.67"
"liter","12","1.1","4.24","4.37","3.65","5.16"
"literacy","8","2.34","2.04","7.55","3.95","6.36"
"literal","10","2.58","1.53","5.84","4.35","6.32"
"literary","8","2.44","2.32","5.95","3.9","6.43"
"literature","4","2.58","4.1","6.43","3.7","6.06"
"lithium","13","2","4.13","4.75","3.5","4.79"
"litigation","14","1.89","2.96","3.8","4.33","4.21"
"litter","4","2.44","4.47","2.58","3.8","5.7"
"little","2","2.43","3.67","5.91","4.2","5.18"
"live","2","2.43","3.57","7.95","4.71","6.5"
"livelihood","10","2.43","2.38","6.21","4.6","6.09"
"lively","2","2.34","2.36","7.12","6.1","6.86"
"liven","6","1.21","1.88","6.1","5.84","5.95"
"liver","4","2.42","4.68","4.19","3.27","4.67"
"livery","14","1.27","3.87","4.59","5.11","5.37"
"livestock","4","2.44","4.7","5.95","2.95","4.68"
"livid","12","1.96","2.52","3.42","5.38","4.55"
"lizard","2","2.33","4.68","5.43","5.5","5.86"
"llama","6","2.18","4.78","5.43","4.04","5.63"
"load","2","2.43","3.63","4.43","4.55","6.68"
"loaf","2","2.44","4.79","5.75","2.45","5.32"
"loafer","4","1.94","4.2","4.05","3.63","5.05"
"loan","4","2.58","3.72","4.19","3.3","3.77"
"loathe","12","2.17","2.04","2.68","5.18","4.77"
"loathing","12","2.32","1.89","2.42","4.5","3.95"
"loathsome","12","2.06","2.19","2.89","4.45","3.57"
"lobby","4","2.02","4.7","4.76","4.65","5.53"
"lobbyist","12","1.7","3.71","3.32","3.73","4.45"
"lobe","10","1.87","4.44","4.52","3.92","5.59"
"lobster","2","2.33","4.86","6.43","4.67","5.55"
"local","6","2.25","3.04","6.77","3.8","6.68"
"locate","4","2.35","2.97","5.58","3.67","6.3"
"location","4","2.58","3","5.77","4.58","6.19"
"lock","2","2.44","4.65","4.56","3","4.11"
"locker","4","2.58","4.67","4.79","3.35","6.35"
"locket","4","2.19","4.82","5.71","3.39","5.2"
"locksmith","2","2.12","4.54","5.48","3.83","5.68"
"lockup","2","2.06","3.12","3.19","4.11","4.63"
"loco","6","1","1.88","4.53","4.8","4.21"
"locomotive","4","2.43","4.82","5.95","5.5","5.23"
"locust","6","2.16","4.8","3.16","4.24","3.45"
"lodge","4","2.23","4","6.43","3.33","5.8"
"loft","6","2.12","4.32","5.96","3.42","5.09"
"lofty","8","2","1.89","5.65","2.95","5.85"
"log","2","2.58","4.96","4.94","4.29","5.7"
"logic","8","2.33","1.72","6.58","3.67","6.7"
"logical","8","2.44","2.11","6.38","3.83","7.29"
"logistics","12","2.58","2.48","5.05","3.76","5.65"
"logo","12","2.25","4.4","5.53","3.32","5"
"lollipop","2","2.09","4.96","7.29","3.88","6.1"
"lone","2","1.95","1.59","3.75","3.84","4.32"
"loneliness","2","2.26","2.37","2.35","4.09","3.61"
"lonely","2","2.34","2.19","2.67","4.37","3.33"
"loner","10","2.26","3.36","3.5","3.94","5.45"
"lonesome","2","2.33","1.83","3.35","3.45","4.28"
"longevity","13","2.06","1.9","6.57","4.75","5.89"
"longitude","6","2.18","2.93","4.76","2.91","5.04"
"look","2","2.33","2.96","5.95","3.76","5.88"
"looker","12","2.16","3.36","6.05","4.88","6.17"
"lookout","4","2.35","4.04","4.43","4.32","6"
"loom","6","2.2","4.5","4.94","3.65","4.96"
"loon","8","1.64","4.26","4.74","3.85","4.75"
"loony","6","1.76","2.15","4.48","4.04","4.2"
"loop","2","2.34","4.26","5.26","3.52","4.9"
"loophole","10","2.12","2.63","4.84","4.71","5.35"
"loose","2","2.33","3.18","4.52","4.3","5.53"
"loosen","4","2.17","3.24","5","4","6"
"loot","4","2.16","4.5","4.43","5.15","5.62"
"lop","6","0.93","3.32","4.8","4.55","5.08"
"lopsided","2","2.06","3.56","4.19","4.42","3.95"
"lord","4","2.24","3.04","5.59","3.81","5.75"
"lordship","6","2.11","3","5.2","4.42","5.41"
"lore","10","1.59","2.35","6.42","4.5","5.58"
"lose","4","2.44","2.25","3.59","5.43","4.39"
"loser","2","2.58","2.35","2.85","3.94","4.53"
"loss","4","2.09","2.19","2.9","5.2","4.47"
"lost","2","2.43","2.67","2.53","5.11","3.85"
"lotion","2","2.25","4.79","5.52","3.55","5.75"
"lottery","8","2.32","4.19","6.33","6.05","3.45"
"lotto","14","1.75","3.64","6.05","6","3.29"
"lotus","12","2.12","4.35","6.24","3.77","4.86"
"loudmouth","2","1.7","3.16","3.24","5.21","4.39"
"loudspeaker","4","2.23","4.82","4.67","4.3","4.62"
"lounge","6","2.42","3.96","5.95","2.64","5.88"
"lousy","8","2.03","1.93","3.14","4.28","4.33"
"lovable","4","1.94","1.97","8.26","5.41","6.83"
"love","2","2.44","2.07","8","5.36","5.92"
"loveless","2","2.27","1.86","2.59","4.46","3.96"
"loveliness","4","2.08","2.07","7.5","5.65","5.24"
"lovely","2","2.35","2.29","7.55","3.95","6.38"
"lover","2","2.43","3.68","8.05","7.45","6.37"
"lovesick","6","2.12","2.09","3.63","5.81","3.8"
"low","2","2.18","3.34","4.39","2.21","3.11"
"lowly","12","2.06","1.71","4","3.95","3.57"
"loyal","4","2.44","1.69","7.31","3.65","6.8"
"loyalty","4","2.03","1.57","7.18","4.52","7"
"lubricant","6","2.44","4.52","5.32","5.38","5.52"
"lucid","14","2.09","2.3","5.35","4.78","5.27"
"luck","2","2.32","1.33","6.73","4.57","6.06"
"lucky","2","2.43","1.76","7.32","5.3","5.36"
"lucrative","14","2","1.69","6.81","5.15","6.11"
"ludicrous","14","2.03","1.68","3.95","4.78","4.79"
"lug","6","1.69","3.78","4.58","3.45","4.96"
"luggage","2","2.24","4.83","5.19","3.75","5.42"
"lukewarm","4","2.17","3.64","4.5","2.61","5.76"
"lull","10","1.57","2.32","4.05","3.76","5.41"
"lullaby","2","2.06","3.83","7.57","3.79","6.05"
"lumbar","12","1.57","3.96","4.47","3.28","4.82"
"lumber","2","2.32","4.56","5.65","3.32","5.96"
"lumberjack","4","2.43","4.75","5.79","3.81","5.75"
"luminous","8","2.09","3.12","6.29","3.73","5.85"
"lump","4","2.44","4.56","3.07","3.74","4.72"
"lumpy","2","2.18","3.59","3.75","3.94","4.12"
"lunacy","12","1.81","1.76","4.58","5.2","4.1"
"lunar","6","2.33","3.56","6.15","5.5","4.5"
"lunatic","8","2.25","3.27","3.47","5.64","3.29"
"lunch","2","2.45","4.31","6.64","3.57","6.44"
"luncheon","4","2.19","3.92","7.19","4.12","5.41"
"lung","2","2.23","4.82","4.84","2.64","4.74"
"lunge","8","1.87","4.16","4.27","4.73","6.1"
"lurch","12","1.86","3.41","3.9","4.09","4.38"
"lure","8","2.13","3.59","4.65","4.48","5.44"
"lurk","10","1.96","2.85","3.48","4.43","5"
"luscious","8","2.06","1.93","6.91","5.75","5.59"
"lush","10","2.26","2.8","6.48","4.24","5.79"
"lust","10","2.34","2.15","6.26","6.44","4.64"
"lusty","12","1.8","1.96","5.8","5.59","4.84"
"luxurious","6","2.12","2.93","7.58","4.73","6.62"
"luxury","2","2.43","2.59","7.25","4.71","5.86"
"lye","8","0.97","3.92","4.26","4.29","4.91"
"lyric","8","2.43","3.61","6.53","3.57","5.64"
"lyrical","8","2.58","2.15","6.84","3.81","5.76"
"lyrics","8","2.17","3.86","6.42","4.95","5.8"
"macaroni","2","2.12","4.97","7.75","5.09","6.27"
"mace","10","2.16","4.81","4.14","5.43","4.76"
"machete","10","1.97","4.82","4.13","6.18","4.7"
"machine","2","2.44","4.25","5","4.39","4.8"
"machinery","4","2.24","4.75","4.65","3.89","4.76"
"macho","12","2.08","1.9","4.84","3.96","4.94"
"mackerel","6","1.66","4.89","4.78","3.45","5.63"
"mad","2","2.44","2.76","2.47","5.59","4.9"
"madam","12","1.89","3.77","5.17","3.05","4.67"
"mademoiselle","14","1.32","3.67","6.35","4.5","5.68"
"madhouse","6","1.77","3.1","3.11","5.77","3.21"
"madman","4","2.05","3.63","3.45","6.09","3.76"
"madness","6","2.58","1.97","2.86","6.25","4.18"
"maestro","8","1.95","4.16","6.14","3.7","6.24"
"magazine","4","2.43","5","6.24","4.2","7.05"
"magenta","13","1.9","3.81","5.95","4.58","5.43"
"maggot","10","2.18","4.97","2","5.6","3.55"
"magic","2","2.43","2.9","7.17","6.05","5.33"
"magical","4","2.44","2.3","8.23","5.88","5.3"
"magician","4","2.58","4.21","5.68","4.73","4.26"
"magistrate","10","1.61","3.82","4.71","3.68","4.7"
"magnesium","8","2.23","4.07","4.95","2.86","4.87"
"magnet","2","2.25","4.7","5.65","3.38","4.89"
"magnetic","6","2.43","3.4","6.17","3.55","4.84"
"magnetism","13","2.44","2.54","6","4.56","5.12"
"magnificence","6","2.21","1.83","7.47","3.95","6.93"
"magnificent","6","2.43","1.86","6.95","4.52","6.05"
"magnify","6","2.26","3.71","4.86","4.41","6.3"
"magnitude","8","2.45","2.43","5.1","5.11","5.09"
"magnolia","6","2.17","4.71","6.8","4.19","5.32"
"mahogany","6","1.98","4.5","6.48","2.67","5.63"
"maid","4","2.33","4.64","5.38","3.19","6.2"
"maiden","4","2.42","4.24","5.65","4.05","5.68"
"mail","2","2.44","4.69","6.28","3.81","5.26"
"mailbox","2","2.43","5","6.05","2.29","5.03"
"mailman","2","2.25","4.57","5.32","3.32","4.82"
"maim","13","0.93","3.36","3.14","4.56","4"
"main","4","2.33","2.41","5.27","4.1","6.79"
"mainland","10","2.32","4.31","5.3","3.67","5.71"
"maintain","6","2.43","2.32","6.29","2.75","5.89"
"maintenance","8","2.58","3.07","5.95","2.81","5.28"
"majestic","8","2.43","2.04","7.14","4.16","6.63"
"majesty","4","2.25","1.94","6.86","4.7","7.21"
"major","4","2.58","2.16","5.52","4.24","5.28"
"majority","6","2.43","2.54","4.95","4.3","4.76"
"make","2","2.24","2.67","6.09","3.67","6.22"
"maker","2","2.58","3.9","5.74","4.16","6.15"
"makeshift","10","2.43","2.83","5.32","4.79","5.1"
"makeup","4","2.35","4.45","5.21","4.1","6.46"
"malaria","6","1.93","3.93","2.34","5.07","3.32"
"male","4","2.58","4.45","6.91","4.5","5.89"
"malice","12","2.13","1.72","2.81","4.81","4.56"
"malicious","12","2.11","2.33","2.32","4.95","4.78"
"malignant","12","1.88","2.52","3.1","4.42","4.2"
"mallet","8","2.1","4.93","4.7","3.95","6.24"
"malnutrition","6","2.33","3.1","2.48","3.5","5.3"
"malpractice","10","2.17","1.79","2.74","5.26","4.3"
"malt","6","2.44","4.57","6.14","3.75","5.91"
"mama","2","1.84","4.3","7.64","4.29","5.28"
"mammal","8","2.09","4.59","5.95","3.81","6"
"mammoth","6","2.32","4.11","5.84","4.09","5.23"
"man","2","2.58","4.79","5.42","4.36","5.44"
"manage","2","2.33","2","4.71","3.52","5.88"
"manageable","6","2.23","2.1","5.33","3.05","6.86"
"management","6","2.24","2.72","4.95","3.24","4.7"
"manager","4","2.19","4.14","4.82","4.15","7.16"
"mandarin","12","1.89","3.67","6.15","3.91","5.56"
"mandate","12","2.07","3.08","3.76","4.32","4"
"mandatory","10","2.43","2.24","3.9","3.89","3.54"
"mandolin","8","1.58","4.76","5.7","3.14","6.25"
"mane","2","2.24","4.73","5.32","4.17","5.58"
"maneuver","8","1.72","3.03","4.63","4.33","5.88"
"manger","6","1.6","4.56","5.5","3.05","6.1"
"mangle","8","2.07","3.34","2.9","5","4.35"
"mango","12","2.25","5","6.57","3.05","5.76"
"mangy","10","1.13","3.24","4.3","4.86","4.53"
"manhole","8","2.17","4.7","4.8","4.09","5.59"
"manhood","4","2.3","2.59","6.5","5.27","5.91"
"mania","12","2.04","2.42","3.62","4.74","3.83"
"maniac","6","2.58","3.1","3.5","5.77","3.8"
"manic","12","2.01","2.42","4.19","4.55","3.63"
"manicure","6","2.23","4.39","6.15","4.23","5.56"
"manifest","12","2.25","2.43","4.81","4.12","5.16"
"manifestation","13","2.24","2.39","4.38","4.21","5.5"
"manifesto","12","2.18","3.24","4.05","4.59","5.12"
"manifold","12","1.5","3.58","4.8","3.22","4.91"
"manipulate","8","2.58","2.55","3.21","4.76","5.74"
"mankind","6","2.15","2.97","6.59","4.89","5.14"
"manly","6","2.43","2.03","6.09","5.63","6.48"
"manned","12","1.68","3.52","5.14","4.47","5.71"
"mannequin","12","2","4.53","5.35","3.9","6.38"
"manner","4","2.43","1.62","5.86","3.52","5.45"
"manor","10","2.05","4.7","5.9","3.68","5.05"
"manpower","6","2.43","3.37","6","4.32","5.92"
"mansion","4","2.19","4.89","6.62","4.84","6.5"
"manslaughter","8","2.43","3.37","2.05","5.67","3.88"
"mantel","6","1.36","4.64","4.74","2.93","5.28"
"mantis","12","1.56","4.85","4.95","3.25","5.88"
"mantle","12","2.34","4.57","5.35","2.45","5.05"
"manual","8","2.58","4.45","4.95","3.17","6.48"
"manufacture","4","2.24","3.07","5","4.41","5.45"
"manufacturer","4","2.44","3.69","4","3.61","4.95"
"manure","8","2.1","4.64","3.19","4.15","4.51"
"manuscript","6","2.44","4.57","6.05","3.29","5.32"
"map","2","2.07","4.93","5.81","3.95","5.79"
"maple","4","2.44","4.46","6.09","3.77","5.47"
"marathon","8","2.44","3.96","5.48","5.04","4.9"
"marble","2","2.43","4.85","5.8","3.57","5.38"
"mare","6","1.74","4.75","5.62","3.64","5"
"margarine","4","1.75","4.58","4.85","3.14","5.96"
"margin","6","2.19","3.46","4.75","3.71","5.15"
"marginal","6","1.96","1.92","4.6","3.57","5.47"
"marijuana","6","2.24","4.89","3.63","4.36","4.77"
"marine","6","2.17","4.25","5.95","3.44","5.14"
"mariner","8","1.75","4.38","5.58","3.43","4.96"
"marital","10","2.18","2.04","5.24","4.91","5.43"
"maritime","12","1.63","2.32","4.9","3.36","5.26"
"marker","2","2.24","4.62","5.8","4.05","5.48"
"market","2","2.13","4.7","6.21","3.55","5.77"
"marksman","6","1.86","4.12","5.05","4.59","5.37"
"marksmanship","6","2.18","3.15","5.19","4.96","6"
"marmalade","8","2.05","4.83","5.95","3.95","5.15"
"maroon","4","2.13","3.84","5.41","4.37","4.76"
"marriage","2","2.45","2.51","7.56","4.95","5.33"
"marrow","10","2.03","4.48","4.29","3.65","4.12"
"marry","4","2.43","3.03","7.09","5.52","5.67"
"marshal","6","1.36","4.41","4.62","4.08","5.79"
"marshmallow","4","2.06","4.85","6.84","4.7","5.58"
"martial","12","2.17","2.43","5.4","4.23","4.59"
"martini","6","2.26","4.83","6.14","5.9","5.33"
"martyr","12","1.85","3.07","4.24","4.52","3.79"
"marvel","6","2.44","2.12","5.84","4.77","5.21"
"marvelous","2","2.19","2.04","7.21","3.77","6.21"
"mascara","8","2.03","4.93","4.79","4.55","6.27"
"mascot","8","2.26","4.2","5.5","4.11","5.65"
"masculine","6","2.25","2.21","5.79","5.19","5.48"
"mash","2","2.11","3.78","4.81","3.85","4.82"
"mask","2","2.35","4.96","4.81","3.26","5.1"
"masquerade","4","2.33","3.35","5.53","5.17","5.29"
"mass","6","2.58","3.44","5.15","3.56","5.47"
"massacre","6","2.02","4","1.77","6.68","3.33"
"massage","8","2.58","4.18","7.16","3.88","6.57"
"masseur","13","1.2","4.39","5.73","4.68","5.24"
"masseuse","12","1.31","4.56","6.61","4.09","4.71"
"massive","8","2.44","3.21","5.18","5.79","5.71"
"mast","6","1.95","4.92","4.85","3.71","5.32"
"master","4","2.34","2.63","5.72","4.4","4.17"
"masterful","6","2.17","1.93","6.72","4.38","6.77"
"mastermind","10","2.43","3","5.15","5.58","6.61"
"masterpiece","4","2.42","3.11","7.14","4.7","6"
"mastery","8","2.33","2.69","6.55","5.68","7.25"
"masturbate","12","2.44","4.18","5.65","6.42","6.46"
"mat","2","1.77","4.83","5","2.86","5.3"
"matador","6","1.6","4.33","5","4.35","4.89"
"match","2","2.44","4.14","5.61","3.05","6.06"
"matchmaker","10","2.24","3.12","5.63","4","5.39"
"mate","2","2.43","4.34","7.18","5.95","6.79"
"material","2","2.43","4.26","5.71","3.74","5.48"
"materialism","12","2.32","1.7","3.52","3.52","4.89"
"materialistic","12","2.16","2.41","3.79","4.04","4.6"
"materialize","8","2.44","2.46","5.75","3.95","6.55"
"maternal","8","2.44","2.42","6.7","4.38","6.32"
"maternity","6","2.23","2.76","5.76","4.83","4.81"
"math","6","2.24","3.15","4.45","4.96","5.79"
"mathematical","6","2.43","2.9","5.29","3.48","6"
"mathematician","4","2.06","4.38","5.24","3.57","4.81"
"mathematics","4","2.25","2.52","4.89","4.33","5.3"
"matinee","4","1.62","3.78","6","3.05","5.3"
"matrimony","8","2.17","2.11","7","5.77","6.32"
"matrix","12","2.42","3.11","5.9","4.4","4.58"
"matron","10","1.57","3.93","4.79","3.59","5.68"
"matter","4","2.17","3.54","5.82","4.05","6.12"
"mattress","2","2.25","5","5.74","3.45","6.17"
"mature","6","2.58","1.86","5.95","3.48","7.05"
"maturity","6","2.43","1.81","6.53","3.55","6.78"
"mausoleum","13","1.09","4.23","4.5","3.87","4.62"
"mauve","14","1.56","4","5.1","2.88","5.37"
"maverick","12","2.07","2.96","6.63","4.55","5.25"
"maxim","14","1.48","2.46","5.74","4.1","5.64"
"maximum","6","2.58","2.54","4.7","5.05","5.62"
"may","4","2.44","3","5.55","3.19","5.94"
"mayday","13","1.82","2.74","4.42","4.27","4.25"
"mayflower","8","2.09","4.36","5.29","2.91","5.26"
"mayhem","13","2.07","2.24","3.59","5.95","3.9"
"mayonnaise","6","2.23","4.9","5.65","3.9","5.88"
"mayor","4","2.58","4.37","4.59","4.15","6.21"
"maze","12","2.58","4.45","5.84","4.83","4.56"
"meadow","2","2.23","4.86","7.3","2.62","6.15"
"meager","12","1.66","2.08","3.35","4.63","4.46"
"meal","2","2.58","4.62","7.05","4.85","7.11"
"mean","2","2.34","2.5","2.43","4.81","4.17"
"meanie","4","1.49","2.43","3.17","4.85","4.48"
"meaning","2","2.26","1.85","6.45","4.05","6.53"
"meaningful","6","2.25","1.62","6.79","3.78","6.29"
"meaningless","6","2.58","1.86","2.95","3.05","3.57"
"meanness","2","1.58","2.21","3.09","5.19","5.09"
"meantime","4","2.08","1.87","4.44","3.9","5.26"
"measles","4","2.35","4.69","2.57","4.5","4.1"
"measure","2","2.31","3.59","5.14","4.36","5.41"
"measurement","4","2.44","3.26","5.11","3.09","5.18"
"meat","2","2.43","4.9","6.62","4.3","5.58"
"meatball","12","2.43","4.93","6.68","4.79","5.38"
"meathead","8","1.56","2.97","3.38","4.22","3.81"
"mechanic","4","2.34","4.38","5.45","4.45","5.15"
"mechanical","4","2.25","3.17","5.67","5.4","5"
"mechanics","8","2.16","3.59","6","3.91","5.21"
"mechanism","8","2.43","3.67","4.9","3.64","5.42"
"medal","4","2.18","4.89","5.2","5.3","5.88"
"medallion","8","2.25","4.68","5.85","3.25","5.52"
"meddle","6","1.66","2.43","3.86","4.35","4.78"
"median","10","2.07","4","4.5","3.23","5.95"
"mediation","12","2.58","2.6","5.5","2.85","5.77"
"medic","10","2.18","4.43","5.2","3.55","5.46"
"medical","4","2.58","3.07","5.22","4.05","4.22"
"medicinal","8","2.1","2.1","5.45","5.87","5.16"
"medicine","2","2.25","4.79","5.9","4","5.35"
"medieval","10","2.19","2.46","5.6","4.4","5.29"
"mediocre","12","1.95","1.62","4.43","3","4.16"
"meditate","10","2.11","3.25","6.47","2.85","7.15"
"meditation","6","2.19","2.85","7.21","2.5","7.35"
"medium","4","2.43","3","4.85","3","5.22"
"medley","10","1.85","2.93","6.6","4.48","5.95"
"meek","8","2.17","2.22","4.92","3.14","5.05"
"meet","2","2.44","3","6.09","3.71","5.89"
"meeting","2","2.44","3.31","4.55","3.71","5.47"
"melancholy","12","2.08","2","3.74","4.13","3.96"
"mellow","6","2.58","1.96","6.68","2.81","7"
"melodrama","10","1.9","2.14","4.25","4.83","4.58"
